"country,iso3,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region,city,city_ascii,lat,lng,iso2,capital,Capa",
"South Africa,ZAF,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""No official government policy or strategy was found which caters for data literacy training for civil servants. The only item found to somehow refer to data literacy was the National Digital and Future Skills Strategy released in September 2020 (1). However, the strategy does not explicitly refer to data literacy training for civil servants. Instead, it refers mainly to enhancing digital skills (including data literacy) for the greater population of South Africa in order for the country to be well-positioned to effectively participate in the 4IR (1). With regards to this, the strategy seems to be more geared towards school curriculums and tertiary education.",
,
"At a city level, as implied earlier, the City of Cape Town is the only city with an open data policy and active open data initiative. However the city does not have any strategy in place to cater for data literacy training for civil servants.",
,
Sources:,
"(1)https://www.gov.za/sites/default/files/gcis_document/202009/43730gen513.pdf"",0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Southern Africa,Africa,Johannesburg,Johannesburg,-26.2044,28.0456,ZA,admin,Capacidades",
"Spain,ESP,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""INAP (1) encourages lifelong learning to develop the skills of Public Administration employees throughout their professional careers. The IV Open Government Action Plan of Spain (2) includes the compromise to develop competencies of public employees in matters of open government commitment, 7.4. INAP assumes that commitment with conviction and it has resulted in the creation of the II Open Government Training Plan (2021 - 2024) (3). ",
,
It should be noted that this plan only includes programmable training activities and not all the conferences etc. that the entity organizes. ,
 ,
"In INAPS Training Plan for 2021, page 26 (4) onwards contains an extensive list of courses that cover many different areas of open data and government and also different technical courses, the IV open government action plan also states that Public  Administration staff will be trained   on  the  conceptual  bases,  values,  tools  and  strategies  of  Open  Government which will allow a greater number of civil servants to know what open government is and to provide them with tools to  put these ideas into practise, thus contributing to the transformation of its work environment.",
,
INAP also organises different conferences and seminars for the public sector (5),
,
-1,INAP https://www.inap.es/conocenos
-2,"IV Open Government Action Plan, Spain https://transparencia.gob.es/transparencia/dam/jcr:eaa4dcf1-c1e6-48be-a43e-965d16a19983/4thPlan_OpenGov_Spain_EN.pdf "
-3,II Open Government Training Plan https://www.inap.es/documents/10136/1818260/II+Plan+de+Formaci%C3%B3n+en+Gobierno+Abierto.pdf/f174336a-d23d-1391-019c-19d7ea8ad657 
-4,INAPS Training Plan for 2021 https://www.inap.es/documents/10136/1720719/Plan+de+Formaci%C3%B3n+INAP+2021.pdf/b95a7215-56f3-fd82-633e-9c012eff06a5
-5,"Conferences and seminars https://www.inap.es/conferencias-y-jornadas"",2.0,0.6666666666666666,1.0,57.600000000000016,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Southern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Madrid,Madrid,40.4169,-3.7033,ES,primary,Capacidades"
"Sri Lanka,LKA,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The Department of Census and Statistics (DCS) of Sri Lanka is supposed to provide trainings including some on data science/statistics (1), and the Government e-Learning Platform also has some relevant course material (2). It should be noted that course information available to the public online is quite limited (usually a description of few lines at most) and I was not able to find detailed syllabus information online. The above questions were answered with whatever can be found online and is available to the public. ",
,
"The Draft National Digital Policy mentions """"Enhanc[ing] the digital skills of public sector officers"""", which involves """"Digital training for Government officers to perform in a digitalised work environment and support the Government's e-Government plans"""" (pg. 9)(3). The ICT Agency of Sri Lanka notes that the Government ICT Training project, under the Reengineering Government Programme, """"would equip around 10,000 government officers with ICT knowledge and skills in the near future"""" (4). These point to plans / intentions to build the digital capacity of government employees in the future more generally. Perhaps they will encompass data literacy and data skills.",
,
Sources: ,
(1) DCS http://lms.statistics.gov.lk/,
,
(2) GELP courses  https://www.gelp.gov.lk/Catalog/Courses,
,
(3) Draft National Digital Policyhttps://kdu.ac.lk/ekdu/images/acts/Draft_National_Digital_PolicyFINAL07102019.pdf,
,
"(4) ICT Agency of Sri Lanka https://www.icta.lk/projects/government-web-development-and-government-internet-data-center-gidc/"",1.0,0.3333333333333333,1.0,33.15,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,East-West Management Institute Inc. (EWMI),Southern Asia,South and East Asia,Colombo,Colombo,6.9344,79.8428,LK,primary,Capacidades",
"Sweden,SWE,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""In a report by The Swedish Agency for Public Management, (1) there is mapping and analysis over Swedish authorities introductory courses. They sent the questionnaire to 220 authorities, of which 193 responded. No evidence was found that the education carried out contains data literacy and data skills.",
,
Tillitsdelegationen published a report about ,
"A joint education within the public agencies"""", its content did not mention data literacy and data skills be included in education to public agencies. (2)",
,
"In Sweden's national data strategies, there are no mentions of data literacy and data skills being included in education to public agencies. (3)",
,
,
"(1) Statskontoret, 2019, Myndigheternas",
introduktionsutbildningar,
"En kartläggning och analys, https://www.statskontoret.se/globalassets/publikationer/2019/2019105.pdf",
,
"(2) Tillitsdelegationen, 2020, En gemensam utbildning inom",
statsförvaltningen https://www.regeringen.se/4a4fa0/contentassets/90da7f4b905b41e0beabab8a07334171/en-gemensam-utbildning-inom-statsforvaltningen-sou-202040.pdf,
,
"(3)The Swedish Government, 2018, Digital kompetens",
,
"https://www.regeringen.se/regeringens-politik/digitaliseringsstrategin/digital-kompetens/"",0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Northern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Stockholm,Stockholm,59.3294,18.0686,SE,primary,Capacidades",
"Taiwan,TWN,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There is no evidence of data-related trainings in Taiwan [1]. However, there is evidence of the desire to train civil servants[2],[3].",
,
[1] Open Culture Foundation. Taiwan 2014-2016 Open Government Report. https://opengovreport.ocf.tw/assets/pdf/report-en.pdf,
[2] National Development Council. The Advanced Action Plan for Open Government Data. https://data.gov.tw/en/the-advance-act-plan-for-open-government-data / https://www.ndc.gov.tw/Content_List.aspx?n=B2A92523DCC12607,
"[3] National Development Council. 2020. Digital Government Program 2.0 of Taiwan (2021-2025) https://ws.ndc.gov.tw/Download.ashx?u=LzAwMS9hZG1pbmlzdHJhdG9yLzExL3JlbGZpbGUvMC8yMDYwLzVkYTI0OWMzLTVkYzYtNGI0Mi1iMTdiLWEyMWNkNmM0NWM0Zi5wZGY%3D&n=RGlnaXRhbCBHb3Zlcm5tZW50IFByb2dyYW0gMl8wIG9mIFRhaXdhbiAoMjAyMS0yMDI1KS5wZGY%3D&icon=..pdf"",0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,East-West Management Institute Inc. (EWMI),Eastern Asia,South and East Asia,Taichung,Taichung,24.1439,120.6794,TW,admin,Capacidades",
"Tajikistan,TJK,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There is no evidence of any training plan for building the capacity of civil servants on data collection, processing, or protection. However, in previous years, various types of training and capacity-building activities have been organized in cooperation with International Organizations such as The World Bank, IMF, UNFP, WHO, etc(1).",
,
Sources:,
,
"(1):https://www.stat.tj/en/international-cooperation"",0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,IDFI Georgia,Central Asia,Eastern Europe and Central Asia,Dushanbe,Dushanbe,38.5367,68.78,TJ,primary,Capacidades",
"Thailand,THA,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Thailand Digital Government Academy, under DGA, orgainized a number of trainings for public servants[1]. According to the information on curriculums and courses they provide on the website, it seems the trainings are accessible for all levels of public servants, from executives to officers.",
,
"[1] Thailand Digital Government Academy. https://tdga.dga.or.th/index.php/th/?option=com_eventbooking&view=search&Itemid=208&parent_categoryid=1"",3.0,1.0,1.0,55.25,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,East-West Management Institute Inc. (EWMI),South-Eastern Asia,South and East Asia,Bangkok,Bangkok,13.7525,100.4942,TH,primary,Capacidades",
"Togo,TGO,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Aside the workshop to train the staff of the National Institute of Statistics and Economic and Demographic Studies (INSEED), there are other workshops,  trainings and capacity building projects for various ministries, municipalities and local governments. For training, the participants are usually from various government agencies spread across the country. The training by the EU (1) for exemple covers civil servants from different ministries, units etc. ",
